Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Odd_1,Odd_2,Score
Mercedes Cup,15/07/2010,ATP250,Outdoor,Clay,2nd Round,3,AndujarP,MonfilsG,MonfilsG,3.75,1.25,4-6 7-5 4-6
Mercedes Cup,15/07/2010,ATP250,Outdoor,Clay,2nd Round,3,MayerF,Garcia-LopezG,MayerF,1.72,2.0,6-3 6-1
Mercedes Cup,16/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,MelzerJ,MontanesA,MontanesA,1.44,2.62,4-6 1-6
Mercedes Cup,16/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,FerreroJC,GreulS,FerreroJC,1.3,3.4,6-3 7-5
Mercedes Cup,16/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,MayerF,MonfilsG,MonfilsG,1.66,2.1,7-5 3-6 4-6
Mercedes Cup,16/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,Gimeno-TraverD,ChiudinelliM,Gimeno-TraverD,1.44,2.62,6-1 6-3
Mercedes Cup,17/07/2010,ATP250,Outdoor,Clay,Semifinals,3,FerreroJC,MontanesA,MontanesA,1.66,2.1,3-6 6-7
Mercedes Cup,17/07/2010,ATP250,Outdoor,Clay,Semifinals,3,MonfilsG,Gimeno-TraverD,MonfilsG,1.5,2.5,6-4 4-6 6-0
Atlanta Tennis Championships,19/07/2010,ATP250,Outdoor,Hard,1st Round,3,BeckerB,RussellM,RussellM,1.53,2.37,3-6 3-6
Atlanta Tennis Championships,19/07/2010,ATP250,Outdoor,Hard,1st Round,3,SchuettlerR,GabashviliT,SchuettlerR,1.66,2.1,6-1 6-4
Atlanta Tennis Championships,19/07/2010,ATP250,Outdoor,Hard,1st Round,3,VliegenK,MarchenkoI,MarchenkoI,2.62,1.44,4-6 6-7
Atlanta Tennis Championships,19/07/2010,ATP250,Outdoor,Hard,1st Round,3,RamR,BeckK,RamR,2.37,1.53,6-4 7-6
Atlanta Tennis Championships,19/07/2010,ATP250,Outdoor,Hard,1st Round,3,WardJ,FishM,FishM,7.0,1.08,1-6 2-6
Atlanta Tennis Championships,20/07/2010,ATP250,Outdoor,Hard,1st Round,3,GinepriR,LindahlN,GinepriR,1.28,3.5,7-6 6-2
Atlanta Tennis Championships,20/07/2010,ATP250,Outdoor,Hard,1st Round,3,PrzysieznyM,MullerG,MullerG,2.75,1.4,4-6 6-4 6-7
Atlanta Tennis Championships,20/07/2010,ATP250,Outdoor,Hard,1st Round,3,MalisseX,SweetingR,MalisseX,1.5,2.5,7-6 6-3
Atlanta Tennis Championships,20/07/2010,ATP250,Outdoor,Hard,1st Round,3,SelaD,YoungD,YoungD,1.53,2.37,5-7 0-6
Atlanta Tennis Championships,20/07/2010,ATP250,Outdoor,Hard,1st Round,3,DentT,BlakeJ,DentT,2.75,1.4,6-3 3-6 6-4
Atlanta Tennis Championships,20/07/2010,ATP250,Outdoor,Hard,1st Round,3,KunitsynI,LackoL,LackoL,2.25,1.57,6-4 6-7 6-7
Atlanta Tennis Championships,20/07/2010,ATP250,Outdoor,Hard,1st Round,3,AndersonK,TipsarevicJ,AndersonK,2.0,1.72,6-3 7-5
Atlanta Tennis Championships,21/07/2010,ATP250,Outdoor,Hard,2nd Round,3,ZeballosH,DentT,DentT,1.9,1.8,6-4 2-6 0-6
Atlanta Tennis Championships,21/07/2010,ATP250,Outdoor,Hard,2nd Round,3,RussellM,SchuettlerR,RussellM,1.9,1.8,1-6 6-2 7-5
Atlanta Tennis Championships,21/07/2010,ATP250,Outdoor,Hard,2nd Round,3,MullerG,IsnerJ,IsnerJ,3.75,1.25,6-4 6-7 6-7
Atlanta Tennis Championships,22/07/2010,ATP250,Outdoor,Hard,2nd Round,3,FishM,GinepriR,FishM,1.5,2.5,6-1 7-5
Atlanta Tennis Championships,22/07/2010,ATP250,Outdoor,Hard,2nd Round,3,RamR,RoddickA,RoddickA,10.0,1.04,1-6 7-6 3-6
Atlanta Tennis Championships,22/07/2010,ATP250,Outdoor,Hard,2nd Round,3,MalisseX,MarchenkoI,MalisseX,1.53,2.37,6-3 6-3
Atlanta Tennis Championships,22/07/2010,ATP250,Outdoor,Hard,2nd Round,3,YoungD,AndersonK,AndersonK,2.37,1.53,5-7 3-6
Atlanta Tennis Championships,22/07/2010,ATP250,Outdoor,Hard,2nd Round,3,LackoL,HewittL,LackoL,4.5,1.16,6-4 6-2
Atlanta Tennis Championships,23/07/2010,ATP250,Outdoor,Hard,Quarterfinals,3,LackoL,AndersonK,AndersonK,1.83,1.83,3-6 4-6
Atlanta Tennis Championships,23/07/2010,ATP250,Outdoor,Hard,Quarterfinals,3,IsnerJ,RussellM,IsnerJ,1.3,3.4,6-1 6-2
Atlanta Tennis Championships,23/07/2010,ATP250,Outdoor,Hard,Quarterfinals,3,MalisseX,RoddickA,RoddickA,5.0,1.14,6-4 3-6 4-6
Atlanta Tennis Championships,24/07/2010,ATP250,Outdoor,Hard,Quarterfinals,3,FishM,DentT,FishM,1.3,3.4,6-3 6-0
Atlanta Tennis Championships,24/07/2010,ATP250,Outdoor,Hard,Semifinals,3,AndersonK,IsnerJ,IsnerJ,3.25,1.33,3-6 7-6 3-6
Atlanta Tennis Championships,24/07/2010,ATP250,Outdoor,Hard,Semifinals,3,FishM,RoddickA,FishM,2.5,1.5,7-6 6-3
Atlanta Tennis Championships,25/07/2010,ATP250,Outdoor,Hard,The Final,3,IsnerJ,FishM,FishM,2.5,1.53,6-4 4-6 6-7
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,MayerF,CuevasP,MayerF,1.53,2.37,6-4 6-1
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,Ramirez-HidalgoR,FogniniF,FogniniF,2.0,1.72,6-7 4-6
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,GonzalezM,RochusO,GonzalezM,2.37,1.53,6-4 5-7 6-2
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,PhauB,StaraceP,StaraceP,3.25,1.33,5-7 0-6
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,NieminenJ,RochusC,NieminenJ,1.28,3.5,6-3 7-6
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,RosolL,IstominD,IstominD,3.0,1.36,6-3 4-6 3-6
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,HajekJ,BeckA,HajekJ,1.61,2.2,6-3 4-6 7-5
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,MathieuPH,RibaP,RibaP,1.72,2.0,6-1 0-6 3-6
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,SerraF,KorolevE,SerraF,1.61,2.2,7-6 6-3
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,ZverevM,GolubevA,GolubevA,2.1,1.66,5-7 1-6
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,BolelliS,GreulS,BolelliS,1.83,1.83,7-6 7-6
German Open Tennis Championships,19/07/2010,ATP500,Outdoor,Clay,1st Round,3,ChiudinelliM,ChardyJ,ChardyJ,2.62,1.44,4-6 1-6
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,1st Round,3,ChelaJI,StakhovskyS,ChelaJI,1.36,3.0,6-2 6-3
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,1st Round,3,RobertS,SeppiA,SeppiA,3.5,1.28,4-6 3-6
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,1st Round,3,SchwankE,KamkeT,SchwankE,1.8,1.9,6-3 6-4
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,1st Round,3,BrandsD,ReisterJ,ReisterJ,1.72,2.0,2-6 6-7
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,2nd Round,3,MayerF,DolgopolovO,MayerF,1.44,2.62,4-6 7-6 6-3
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,2nd Round,3,RobredoT,StaraceP,StaraceP,1.57,2.25,6-7 7-5 1-6
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,2nd Round,3,GonzalezM,Ramos-VinolasA,GonzalezM,1.5,2.5,7-6 6-7 6-2
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,2nd Round,3,SimonG,NieminenJ,NieminenJ,1.9,1.8,4-6 6-3 5-7
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,2nd Round,3,FogniniF,GicquelM,FogniniF,1.36,3.0,6-4 6-4
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,2nd Round,3,SerraF,DavydenkoN,DavydenkoN,4.33,1.2,3-6 1-6
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,2nd Round,3,GolubevA,GranollersM,GolubevA,1.57,2.25,6-4 7-5
German Open Tennis Championships,20/07/2010,ATP500,Outdoor,Clay,2nd Round,3,HajekJ,FerreroJC,FerreroJC,3.5,1.28,6-7 1-6
German Open Tennis Championships,21/07/2010,ATP500,Outdoor,Clay,2nd Round,3,RibaP,MontanesA,RibaP,3.75,1.25,6-4 5-7 7-6
German Open Tennis Championships,21/07/2010,ATP500,Outdoor,Clay,2nd Round,3,BerrerM,SeppiA,SeppiA,3.5,1.28,2-6 6-7
German Open Tennis Championships,21/07/2010,ATP500,Outdoor,Clay,2nd Round,3,MelzerJ,SchwankE,MelzerJ,1.33,3.25,6-4 6-1
German Open Tennis Championships,21/07/2010,ATP500,Outdoor,Clay,2nd Round,3,AlmagroN,IstominD,IstominD,1.14,5.0,6-7 6-7
German Open Tennis Championships,21/07/2010,ATP500,Outdoor,Clay,2nd Round,3,ReisterJ,HanescuV,ReisterJ,2.2,1.61,7-6 6-4
German Open Tennis Championships,21/07/2010,ATP500,Outdoor,Clay,2nd Round,3,BolelliS,BellucciT,BellucciT,2.75,1.4,1-6 6-3 3-6
German Open Tennis Championships,21/07/2010,ATP500,Outdoor,Clay,2nd Round,3,ChardyJ,PetzschnerP,ChardyJ,2.1,1.66,6-3 6-3
German Open Tennis Championships,21/07/2010,ATP500,Outdoor,Clay,2nd Round,3,ChelaJI,KohlschreiberP,KohlschreiberP,2.25,1.57,6-2 2-6 4-6
German Open Tennis Championships,22/07/2010,ATP500,Outdoor,Clay,3rd Round,3,SeppiA,FogniniF,SeppiA,1.44,2.62,6-4 6-4
German Open Tennis Championships,22/07/2010,ATP500,Outdoor,Clay,3rd Round,3,NieminenJ,FerreroJC,FerreroJC,3.5,1.28,2-6 6-3 4-6
German Open Tennis Championships,22/07/2010,ATP500,Outdoor,Clay,3rd Round,3,StaraceP,RibaP,StaraceP,1.4,2.75,4-6 6-4 6-4
German Open Tennis Championships,22/07/2010,ATP500,Outdoor,Clay,3rd Round,3,GonzalezM,MayerF,MayerF,4.0,1.22,6-7 0-6
German Open Tennis Championships,22/07/2010,ATP500,Outdoor,Clay,3rd Round,3,BellucciT,KohlschreiberP,BellucciT,1.72,2.0,7-5 6-4
German Open Tennis Championships,22/07/2010,ATP500,Outdoor,Clay,3rd Round,3,ChardyJ,MelzerJ,MelzerJ,2.62,1.44,5-7 6-7
German Open Tennis Championships,22/07/2010,ATP500,Outdoor,Clay,3rd Round,3,IstominD,ReisterJ,IstominD,1.8,1.9,3-6 6-3 7-6
German Open Tennis Championships,22/07/2010,ATP500,Outdoor,Clay,3rd Round,3,DavydenkoN,GolubevA,GolubevA,1.14,5.0,4-6 4-6
German Open Tennis Championships,23/07/2010,ATP500,Outdoor,Clay,Quarterfinals,3,SeppiA,BellucciT,SeppiA,2.75,1.4,7-6 5-7 7-5
German Open Tennis Championships,23/07/2010,ATP500,Outdoor,Clay,Quarterfinals,3,StaraceP,MelzerJ,MelzerJ,2.75,1.4,4-6 1-6
German Open Tennis Championships,23/07/2010,ATP500,Outdoor,Clay,Quarterfinals,3,MayerF,FerreroJC,MayerF,2.37,1.53,6-7 6-2 6-3
German Open Tennis Championships,23/07/2010,ATP500,Outdoor,Clay,Quarterfinals,3,IstominD,GolubevA,GolubevA,1.9,1.8,4-6 1-6
German Open Tennis Championships,24/07/2010,ATP500,Outdoor,Clay,Semifinals,3,MelzerJ,SeppiA,MelzerJ,1.38,2.87,6-4 6-2
German Open Tennis Championships,24/07/2010,ATP500,Outdoor,Clay,Semifinals,3,MayerF,GolubevA,GolubevA,1.57,2.25,6-7 4-6
German Open Tennis Championships,25/07/2010,ATP500,Outdoor,Clay,The Final,3,GolubevA,MelzerJ,GolubevA,2.87,1.4,6-3 7-5
Allianz Suisse Open,25/07/2010,ATP250,Outdoor,Clay,1st Round,3,RibaP,MontanesA,MontanesA,3.4,1.3,6-4 3-6 6-7
Allianz Suisse Open,25/07/2010,ATP250,Outdoor,Clay,1st Round,3,AndreevI,SerraF,AndreevI,1.8,1.9,6-4 2-6 6-4
Allianz Suisse Open,26/07/2010,ATP250,Outdoor,Clay,1st Round,3,MartiY,SadeckyA,SadeckyA,1.57,2.25,5-7 6-1 0-6
Allianz Suisse Open,26/07/2010,ATP250,Outdoor,Clay,1st Round,3,Haider-MaurerA,IstominD,Haider-MaurerA,4.5,1.16,6-3 6-7 6-4
Allianz Suisse Open,26/07/2010,ATP250,Outdoor,Clay,1st Round,3,BrownD,LammerM,LammerM,1.66,2.1,5-7 5-7
Allianz Suisse Open,26/07/2010,ATP250,Outdoor,Clay,1st Round,3,GasquetR,DustovF,GasquetR,1.08,7.0,6-3 6-4
Allianz Suisse Open,26/07/2010,ATP250,Outdoor,Clay,1st Round,3,LuczakP,BrandsD,BrandsD,2.25,1.57,4-6 5-7
Allianz Suisse Open,26/07/2010,ATP250,Outdoor,Clay,1st Round,3,GilF,RobredoT,GilF,3.0,1.36,4-6 7-5 6-1
Allianz Suisse Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,VelottiA,BeckA,BeckA,4.5,1.16,3-6 1-6
Allianz Suisse Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,Gimeno-TraverD,HanescuV,Gimeno-TraverD,1.61,2.2,6-4 6-4
Allianz Suisse Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,GranollersM,AlmagroN,AlmagroN,5.0,1.14,6-7 6-3 3-6
Allianz Suisse Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,YouzhnyM,GicquelM,YouzhnyM,,,6-2 6-2
Allianz Suisse Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,GolubevA,SchukinY,SchukinY,1.4,2.75,6-7 6-2 3-6
Allianz Suisse Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,ChardyJ,MathieuPH,ChardyJ,1.53,2.37,6-1 6-3
Allianz Suisse Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,AlvesT,NieminenJ,NieminenJ,4.5,1.16,4-6 6-4 3-6
Allianz Suisse Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,ChiudinelliM,BellucciT,ChiudinelliM,4.5,1.16,7-6 0-6 6-4
Allianz Suisse Open,28/07/2010,ATP250,Outdoor,Clay,2nd Round,3,Haider-MaurerA,MontanesA,MontanesA,7.5,1.07,6-3 1-6 0-6
Allianz Suisse Open,28/07/2010,ATP250,Outdoor,Clay,2nd Round,3,GasquetR,BrandsD,GasquetR,1.25,3.75,6-7 6-3 6-0
Allianz Suisse Open,28/07/2010,ATP250,Outdoor,Clay,2nd Round,3,BeckA,Gimeno-TraverD,Gimeno-TraverD,3.0,1.36,5-7 4-6
Allianz Suisse Open,29/07/2010,ATP250,Outdoor,Clay,2nd Round,3,YouzhnyM,SadeckyA,YouzhnyM,1.04,10.0,7-5 6-4
Allianz Suisse Open,29/07/2010,ATP250,Outdoor,Clay,2nd Round,3,GilF,SchukinY,SchukinY,1.36,3.0,3-6 3-6
Allianz Suisse Open,29/07/2010,ATP250,Outdoor,Clay,2nd Round,3,AndreevI,ChiudinelliM,AndreevI,1.61,2.2,6-3 6-7 7-6
Allianz Suisse Open,29/07/2010,ATP250,Outdoor,Clay,2nd Round,3,NieminenJ,ChardyJ,ChardyJ,2.5,1.5,5-7 2-6
Allianz Suisse Open,29/07/2010,ATP250,Outdoor,Clay,2nd Round,3,AlmagroN,LammerM,AlmagroN,1.05,9.0,3-6 6-3 6-2
Allianz Suisse Open,30/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,AndreevI,Gimeno-TraverD,Gimeno-TraverD,2.2,1.61,2-6 4-6
Allianz Suisse Open,30/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,SchukinY,YouzhnyM,SchukinY,5.0,1.14,6-4 2-6 7-5
Allianz Suisse Open,30/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,ChardyJ,AlmagroN,AlmagroN,2.75,1.4,2-6 6-7
Allianz Suisse Open,30/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,GasquetR,MontanesA,GasquetR,1.72,2.0,7-6 6-4
Allianz Suisse Open,31/07/2010,ATP250,Outdoor,Clay,Semifinals,3,Gimeno-TraverD,AlmagroN,AlmagroN,3.0,1.36,6-7 6-3 3-6
Allianz Suisse Open,31/07/2010,ATP250,Outdoor,Clay,Semifinals,3,GasquetR,SchukinY,GasquetR,1.16,4.5,6-3 6-4
Allianz Suisse Open,1/08/2010,ATP250,Outdoor,Clay,The Final,3,GasquetR,AlmagroN,AlmagroN,2.2,1.66,5-7 1-6
Farmers Classic,26/07/2010,ATP250,Outdoor,Hard,1st Round,3,GulbisE,LackoL,GulbisE,1.44,2.62,7-5 7-5
Farmers Classic,26/07/2010,ATP250,Outdoor,Hard,1st Round,3,GiraldoS,TipsarevicJ,TipsarevicJ,2.1,1.66,1-6 0-6
Farmers Classic,27/07/2010,ATP250,Outdoor,Hard,1st Round,3,SelaD,MalisseX,SelaD,2.62,1.44,6-1 4-6 6-3
Farmers Classic,27/07/2010,ATP250,Outdoor,Hard,1st Round,3,VliegenK,SweetingR,SweetingR,3.0,1.36,6-2 3-6 4-6
Farmers Classic,27/07/2010,ATP250,Outdoor,Hard,1st Round,3,AndersonK,MarchenkoI,AndersonK,1.5,2.5,6-3 6-2
Farmers Classic,27/07/2010,ATP250,Outdoor,Hard,1st Round,3,JohnsonS,DevvarmanS,DevvarmanS,4.33,1.2,4-6 4-6
Farmers Classic,27/07/2010,ATP250,Outdoor,Hard,1st Round,3,GinepriR,BozoljacI,GinepriR,1.4,2.75,6-3 6-4
Farmers Classic,27/07/2010,ATP250,Outdoor,Hard,1st Round,3,BeckK,FallaA,FallaA,2.62,1.44,6-7 4-6
Farmers Classic,27/07/2010,ATP250,Outdoor,Hard,1st Round,3,BlakeJ,MayerL,BlakeJ,2.0,1.72,6-1 6-4
Farmers Classic,28/07/2010,ATP250,Outdoor,Hard,1st Round,3,GabashviliT,SmyczekT,SmyczekT,2.25,1.57,2-6 3-6
Farmers Classic,28/07/2010,ATP250,Outdoor,Hard,1st Round,3,BeckerB,LapenttiG,BeckerB,1.25,3.75,7-5 7-6
Farmers Classic,28/07/2010,ATP250,Outdoor,Hard,2nd Round,3,GinepriR,SchuettlerR,SchuettlerR,1.44,2.62,3-6 6-3 4-6
Farmers Classic,28/07/2010,ATP250,Outdoor,Hard,2nd Round,3,TipsarevicJ,DevvarmanS,TipsarevicJ,1.36,3.0,7-6 6-2
Farmers Classic,29/07/2010,ATP250,Outdoor,Hard,2nd Round,3,SweetingR,BaghdatisM,BaghdatisM,3.0,1.36,6-3 2-6 3-6
Farmers Classic,29/07/2010,ATP250,Outdoor,Hard,2nd Round,3,QuerreyS,AndersonK,QuerreyS,1.44,2.62,7-6 4-6 6-0
Farmers Classic,29/07/2010,ATP250,Outdoor,Hard,2nd Round,3,SelaD,LopezF,LopezF,2.37,1.53,6-7 4-6
Farmers Classic,29/07/2010,ATP250,Outdoor,Hard,2nd Round,3,FallaA,GulbisE,FallaA,3.25,1.33,4-6 6-3 7-6
Farmers Classic,29/07/2010,ATP250,Outdoor,Hard,2nd Round,3,BeckerB,BlakeJ,BlakeJ,2.62,1.44,5-7 6-7
Farmers Classic,30/07/2010,ATP250,Outdoor,Hard,2nd Round,3,MurrayA,SmyczekT,MurrayA,1.03,11.0,6-1 4-6 6-2
Farmers Classic,30/07/2010,ATP250,Outdoor,Hard,Quarterfinals,3,SchuettlerR,QuerreyS,QuerreyS,3.4,1.3,2-6 6-3 6-7
Farmers Classic,30/07/2010,ATP250,Outdoor,Hard,Quarterfinals,3,TipsarevicJ,BaghdatisM,TipsarevicJ,2.37,1.53,6-3 7-5
Farmers Classic,30/07/2010,ATP250,Outdoor,Hard,Quarterfinals,3,BlakeJ,LopezF,LopezF,1.66,2.1,6-3 6-7 4-6
Farmers Classic,31/07/2010,ATP250,Outdoor,Hard,Quarterfinals,3,MurrayA,FallaA,MurrayA,1.08,7.0,7-6 6-1
Farmers Classic,31/07/2010,ATP250,Outdoor,Hard,Semifinals,3,TipsarevicJ,QuerreyS,QuerreyS,2.37,1.53,7-6 6-7 4-6
Farmers Classic,1/08/2010,ATP250,Outdoor,Hard,Semifinals,3,MurrayA,LopezF,MurrayA,1.12,5.5,6-0 1-6 6-4
Farmers Classic,1/08/2010,ATP250,Outdoor,Hard,The Final,3,MurrayA,QuerreyS,QuerreyS,1.25,4.0,7-5 6-7 3-6
Studena Croatia Open,26/07/2010,ATP250,Outdoor,Clay,1st Round,3,DolgopolovO,LorenziP,DolgopolovO,1.25,3.75,6-3 6-7 7-6
Studena Croatia Open,26/07/2010,ATP250,Outdoor,Clay,1st Round,3,Ramirez-HidalgoR,ChelaJI,ChelaJI,3.0,1.36,4-6 1-6
Studena Croatia Open,26/07/2010,ATP250,Outdoor,Clay,1st Round,3,SkugorF,VolandriF,SkugorF,1.25,3.75,6-2 6-1
Studena Croatia Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,PatienceO,RobertS,RobertS,2.75,1.4,3-6 2-6
Studena Croatia Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,CuevasP,VagnozziS,CuevasP,1.36,3.0,6-4 6-1
Studena Croatia Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,PetzschnerP,RochusO,RochusO,2.5,1.5,2-6 3-6
Studena Croatia Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,SeppiA,GonzalezM,SeppiA,1.36,3.0,6-3 3-6 6-1
Studena Croatia Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,MelzerG,HajekJ,HajekJ,6.5,1.1,4-6 3-6
Studena Croatia Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,BolelliS,VeicA,BolelliS,1.53,2.37,7-6 6-3
Studena Croatia Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,StakhovskyS,StaraceP,StaraceP,3.75,1.25,3-6 7-6 0-6
Studena Croatia Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,DodigI,Navarro-PastorI,DodigI,2.0,1.72,6-3 6-4
Studena Croatia Open,27/07/2010,ATP250,Outdoor,Clay,1st Round,3,FogniniF,PhauB,PhauB,1.4,2.75,1-6 4-6
Studena Croatia Open,28/07/2010,ATP250,Outdoor,Clay,2nd Round,3,DolgopolovO,SkugorF,DolgopolovO,2.0,1.72,7-6 6-3
Studena Croatia Open,28/07/2010,ATP250,Outdoor,Clay,2nd Round,3,BolelliS,ChelaJI,ChelaJI,2.37,1.53,6-7 7-6 1-6
Studena Croatia Open,28/07/2010,ATP250,Outdoor,Clay,2nd Round,3,FerreroJC,CuevasP,FerreroJC,1.36,3.0,4-6 6-4 6-4
Studena Croatia Open,28/07/2010,ATP250,Outdoor,Clay,2nd Round,3,RobertS,DavydenkoN,DavydenkoN,6.0,1.11,1-6 2-6
Studena Croatia Open,30/07/2010,ATP250,Outdoor,Clay,2nd Round,3,LjubicicI,DodigI,LjubicicI,1.36,3.0,4-6 6-4 6-2
Studena Croatia Open,30/07/2010,ATP250,Outdoor,Clay,2nd Round,3,PhauB,StaraceP,StaraceP,4.33,1.2,4-6 0-6
Studena Croatia Open,30/07/2010,ATP250,Outdoor,Clay,2nd Round,3,MelzerJ,HajekJ,MelzerJ,1.33,3.25,6-1 6-0
Studena Croatia Open,30/07/2010,ATP250,Outdoor,Clay,2nd Round,3,RochusO,SeppiA,SeppiA,2.75,1.4,4-6 2-6
Studena Croatia Open,30/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,SeppiA,MelzerJ,SeppiA,3.0,1.36,6-1 6-4
Studena Croatia Open,30/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,DavydenkoN,ChelaJI,ChelaJI,1.3,3.4,2-6 1-6
Studena Croatia Open,30/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,FerreroJC,DolgopolovO,FerreroJC,1.5,2.5,6-1 6-2
Studena Croatia Open,30/07/2010,ATP250,Outdoor,Clay,Quarterfinals,3,LjubicicI,StaraceP,StaraceP,2.5,1.5,4-6 6-7
Studena Croatia Open,31/07/2010,ATP250,Outdoor,Clay,Semifinals,3,StaraceP,ChelaJI,StaraceP,1.9,1.8,6-7 6-3 6-2
Studena Croatia Open,31/07/2010,ATP250,Outdoor,Clay,Semifinals,3,SeppiA,FerreroJC,FerreroJC,2.37,1.53,4-6 2-6
Studena Croatia Open,1/08/2010,ATP250,Outdoor,Clay,The Final,3,FerreroJC,StaraceP,FerreroJC,1.4,3.0,6-4 6-4
Legg Mason Classic,1/08/2010,ATP500,Outdoor,Hard,1st Round,3,GiraldoS,MalisseX,MalisseX,2.75,1.4,6-4 3-6 4-6
Legg Mason Classic,1/08/2010,ATP500,Outdoor,Hard,1st Round,3,ZeballosH,PrzysieznyM,ZeballosH,1.57,2.25,3-6 7-6 6-4
Legg Mason Classic,2/08/2010,ATP500,Outdoor,Hard,1st Round,3,NishikoriK,KunitsynI,KunitsynI,1.5,2.5,2-6 3-6
Legg Mason Classic,2/08/2010,ATP500,Outdoor,Hard,1st Round,3,BerrerM,BeckK,BerrerM,1.4,2.75,6-3 6-4
Legg Mason Classic,2/08/2010,ATP500,Outdoor,Hard,1st Round,3,MayerL,IstominD,IstominD,2.2,1.61,4-6 7-5 6-7
Legg Mason Classic,2/08/2010,ATP500,Outdoor,Hard,1st Round,3,ZemljaG,BeckerB,ZemljaG,3.25,1.33,6-2 6-3
Legg Mason Classic,2/08/2010,ATP500,Outdoor,Hard,1st Round,3,SchuettlerR,MarchenkoI,MarchenkoI,1.44,2.62,4-6 6-3 4-6
Legg Mason Classic,2/08/2010,ATP500,Outdoor,Hard,1st Round,3,SweetingR,BlakeJ,SweetingR,3.0,1.36,3-6 6-3 6-4
Legg Mason Classic,2/08/2010,ATP500,Outdoor,Hard,1st Round,3,KimK,TroickiV,TroickiV,4.33,1.2,1-6 2-6
Legg Mason Classic,3/08/2010,ATP500,Outdoor,Hard,1st Round,3,De BakkerT,LackoL,De BakkerT,1.83,1.83,5-7 6-3 6-3
Legg Mason Classic,3/08/2010,ATP500,Outdoor,Hard,1st Round,3,RamR,NalbandianD,NalbandianD,5.5,1.12,4-6 0-6
Legg Mason Classic,3/08/2010,ATP500,Outdoor,Hard,1st Round,3,TursunovD,GabashviliT,TursunovD,1.66,2.1,5-7 7-5 6-4
Legg Mason Classic,3/08/2010,ATP500,Outdoor,Hard,1st Round,3,DabulB,ChiudinelliM,ChiudinelliM,1.61,2.2,6-7 2-6
Legg Mason Classic,3/08/2010,ATP500,Outdoor,Hard,1st Round,3,TipsarevicJ,ClementA,TipsarevicJ,1.36,3.0,6-4 6-0
Legg Mason Classic,3/08/2010,ATP500,Outdoor,Hard,1st Round,3,LuYH,FallaA,FallaA,1.83,1.83,5-7 1-6
